s,o,n,15084,0.11514491511230446
o,n,.,10175,0.07767167271729633
n,.,a,1895,0.014465633395506295
.,a,n,3184,0.02430531753630187
a,n,n,8088,0.06174039203316882
n,n,o,2785,0.0212595192646359
n,o,t,6829,0.05212971528122031
o,t,a,4359,0.0332747735994786
t,a,t,19089,0.1457174015233877
a,t,i,28049,0.21411427499237787
t,i,o,47296,0.36103778209702675
i,o,n,50978,0.3891446222881899
n,.,j,1975,0.015076319765765137
.,j,s,2779,0.02121371778686649
j,s,o,13124,0.10018309904096286
o,n,c,2131,0.016267158187769876
n,c,r,1088,0.008305334635520236
c,r,e,3968,0.03029004396483851
r,e,a,14216,0.10851896799499604
e,a,t,2749,0.020984710398019423
a,t,o,5491,0.04191598573864119
t,o,r,20652,0.15764868648231978
o,r,;,1599,0.012206093825548584
r,;,"
",8620,0.06580145639539012
;,"
",i,28166,0.21500740380888142
o,n,i,1690,0.012900749571718014
n,i,g,856,0.006534344161769598
i,g,n,2353,0.01796181286523816
g,n,o,1424,0.010870217390607369
n,o,r,1475,0.01125952995164738
o,r,e,8218,0.06273275738483944
r,e,p,3533,0.026969436826556063
e,p,r,1885,0.01438929759922394
p,r,o,20339,0.15525937605868206
r,o,p,8063,0.06154955254246293
o,p,e,8749,0.0667861881674325
p,e,r,19574,0.14941968764308192
e,r,t,12556,0.09584722581212508
r,t,i,2451,0.01870990366880524
t,i,e,2492,0.019022880433562896
i,e,s,3663,0.02796180217822668
e,s,;,1170,0.008931288165035548
s,;,"
",5642,0.04306865626250476
n,i,n,1599,0.012206093825548584
i,n,c,4490,0.034274772530777445
n,c,l,3880,0.029618288957553786
c,l,u,4071,0.03107630266654677
l,u,d,3744,0.028580122128113755
u,d,e,3510,0.026793864495106647
d,e,;,1070,0.008167930202211997
e,;,"
",17336,0.13233573643509083
o,n,p,5370,0.0409923226036247
n,p,r,5050,0.038549577122589336
r,t,y,5987,0.04570224123424601
t,y,;,1155,0.008816784470612016
y,;,"
",3288,0.025099209817638364
d,e,c,1610,0.012290063201459174
e,c,o,4801,0.03664881579515869
c,o,r,5534,0.04224422966265532
o,r,a,899,0.006862588085783725
r,a,t,6889,0.05258773005891444
o,r,.,4644,0.03545034379352572
r,.,t,1147,0.008755715833586131
.,t,a,801,0.006114497282216645
t,a,r,8386,0.064015198762383
a,r,g,5203,0.03971751480570937
r,g,e,4753,0.03628240397300339
g,e,t,50928,0.38876294330677813
e,t,x,3145,0.024007607930800683
t,x,r,3953,0.03017554027041498
e,f,d,840,0.00641220688771783
f,d,u,177,0.0013511435941976856
d,u,p,641,0.004893124541698963
u,p,l,1439,0.010984721085030902
p,l,i,1378,0.010519072727708535
l,i,c,20376,0.1555418185049268
i,c,a,4886,0.03729767006355871
c,a,t,13432,0.10253424156645939
a,t,e,21567,0.16463341184215527
t,e,;,596,0.004549613458428365
o,.,u,1470,0.011221362053506202
.,u,t,8071,0.06161062117948882
u,t,i,19303,0.14735098756383008
t,i,l,16935,0.1292746710041684
i,l,.,11930,0.09106860496484966
j,a,v,9716,0.07416785966793624
a,v,a,9941,0.07588541508428923
v,a,.,7743,0.05910680706142757
a,.,c,317,0.0024198447421506573
.,c,o,16976,0.12958764776892606
c,o,l,8199,0.06258771937190297
o,l,l,5444,0.04155720749611413
l,l,e,7219,0.05510681133623216
l,e,c,7336,0.05599994015273572
e,c,t,26512,0.20238146310377989
c,t,i,17755,0.1355342062993215
o,n,u,1634,0.012473269112536826
n,u,t,1359,0.01037403471477206
"
","
",@,626,0.00477862084727543
"
",@,j,427,0.0032595385012565634
@,j,s,4818,0.03677858664883869
e,s,(,3712,0.02833584758001022
s,(,i,754,0.005755719039689576
(,i,g,93,0.0007099229054259026
r,e,u,366,0.0027938901439341973
e,u,n,533,0.004068697941849528
u,n,k,305,0.0023282417866118312
n,k,n,288,0.0021984709329318274
k,n,o,306,0.0023358753662400668
n,o,w,356,0.0027175543476518423
o,w,n,696,0.005312971421251916
w,n,=,64,0.0004885490962070727
n,=,t,65,0.0004961826758353082
=,t,r,70,0.0005343505739764859
t,r,u,7182,0.05482436888998744
r,u,e,3179,0.024267149638160693
u,e,),1451,0.011076324040569728
e,),"
",579,0.004419842604748361
),"
",@,157,0.0011984720016329753
d,e,(,4197,0.032038133699704444
e,(,j,257,0.0019618299644565264
(,j,s,865,0.006603046378423718
d,e,.,3783,0.028877831733614943
e,.,i,2265,0.017290057857953435
.,i,n,5313,0.040557208564815275
e,.,n,497,0.0037938890752330493
.,n,o,1154,0.00880915089098378
n,o,n,780,0.005954192110023699
o,n,_,699,0.005335872160136623
n,_,e,239,0.0018244255311482874
_,e,m,78,0.0005954192110023699
e,m,p,3793,0.028954167529897296
m,p,t,2010,0.015343495052753378
p,t,y,1989,0.015183189880560433
t,y,),986,0.007526709513440214
y,),"
",137,0.001045800409068265
),"
",p,627,0.004786254426903666
"
",p,u,2300,0.01755723314494168
p,u,b,19602,0.1496334278726725
u,b,l,19841,0.15145785340382079
b,l,i,19710,0.15045785447252194
i,c, ,24178,0.1845646882514782
c, ,c,2737,0.020893107442480595
 ,c,l,3850,0.02938928156870672
c,l,a,13027,0.09944264181702402
l,a,s,12709,0.09701516349524512
a,s,s,13508,0.10311439361820529
s,s, ,3469,0.02648088773034899
s, ,x,219,0.0016717539385835772
 ,x,r,3931,0.030007601518593798
t,e, ,11947,0.09119837581852966
e, ,{,4152,0.03169462261643385
 ,{,"
",50765,0.38751866982737576
{,"
", ,47065,0.35927442520290437
"
", , ,243765,1.8607995380768296
 , , ,1561413,11.919170468062095
 , ,"
",9621,0.07344266960325387
 ,"
", ,13347,0.10188538729805938
 , ,@,11372,0.08680906753229424
 ,@,j,3966,0.03027477680558204
t,y,(,6187,0.047228957159893115
y,(,"""",3866,0.02951141884275849
(,"""",l,5575,0.04255720642741298
"""",l,i,5556,0.0424121684144765
l,i,b,17802,0.1358929845418486
i,b,r,11959,0.09128997877406848
b,r,a,12599,0.09617546973613922
r,a,r,12525,0.09561058484364979
a,r,y,12452,0.0950533335307886
r,y,"""",359,0.002740455086536549
y,"""",),485,0.0037022861196942232
"""",),"
",2520,0.01923662066315349
),"
", ,8982,0.06856481222081137
 , ,p,29435,0.2246944163571123
 ,p,r,17756,0.13554183987894974
p,r,i,12786,0.09760294912661925
r,i,v,10240,0.07816785539313165
i,v,a,11730,0.08954188903920256
v,a,t,10098,0.0770838870859222
e, ,f,5426,0.04141980306280589
 ,f,i,43285,0.3304194942081741
f,i,n,50312,0.38406065825578506
i,n,a,48360,0.3691599108214694
n,a,l,50311,0.3840530246761568
a,l, ,47458,0.36227442199680093
l, ,s,15855,0.12103040500567404
 ,s,t,31339,0.2392287519692727
s,t,r,42339,0.32319812787986335
t,r,i,32421,0.24748828512702353
r,i,n,31877,0.2433356178092634
i,n,g,43762,0.33406071169084245
n,g, ,19101,0.1458090044789265
g, ,l,1297,0.009900752777821459
 ,l,i,16010,0.12221360984805055
r,y,;,1718,0.01311448980130861
;,"
", ,97166,0.7417243981571318
(,"""",r,765,0.005839688415600166
"""",r,e,803,0.006129764441473116
e,f,e,6534,0.049877809290890834
f,e,r,6920,0.052824371027389745
e,r,e,21839,0.16670974550103534
r,e,n,9935,0.0758396136065198
e,n,c,10259,0.07831289340606812
n,c,e,12820,0.09786249083397926
c,e,"""",454,0.003465645151218922
e,"""",),2255,0.01721372206167108
g, ,r,1435,0.01095418676651796
 ,r,e,47757,0.3645568623056433
c,e,;,2524,0.01926715498166643
(,"""",x,191,0.0014580137089929828
"""",x,r,154,0.001175571262748269
e,f,t,759,0.005793886937830754
f,t,y,366,0.0027938901439341973
t,y,p,9541,0.07283198323299502
y,p,e,9299,0.07098465696296202
p,e,"""",520,0.003969461406682466
g, ,x,131,0.000999998931298852
p,e,;,851,0.0064961762636284205
(,"""",d,695,0.005305337841623681
"""",d,u,42,0.0003206103443858915
t,e,s,5471,0.04176331414607649
e,s,i,429,0.0032748056605130344
s,i,n,5185,0.039580110372401126
i,n,s,5724,0.04369460979202007
n,s,a,372,0.0028396916217036106
s,a,m,636,0.004854956643557786
a,m,e,18907,0.14432809003104882
m,e,l,100,0.0007633579628235511
e,l,i,1591,0.0121450251885227
l, ,i,5930,0.04526712719543659
 ,i,n,18207,0.13898458429128396
i,n,t,27902,0.21299213878702725
n,t,e,18787,0.14341206047566055
t,e,g,3417,0.026083941589680745
e,g,e,3416,0.026076308010052507
g,e,r,10894,0.08316021646999766
e,r, ,14522,0.1108548433612361
r, ,d,269,0.0020534329199953525
 ,d,u,401,0.00306106543092244
i,n,l,246,0.0018778605885459358
n,l,i,438,0.0033435078771671544
r,y,o,446,0.0034045765141930383
y,o,r,759,0.005793886937830754
o,r,d,4581,0.03496942827694688
r,d,e,1841,0.014053420095581578
d,e,r,14304,0.10919072300228076
e,r,"""",638,0.004870223802814257
r,"""",),777,0.005931291371138993
e,r,;,6741,0.051457960273935587
e,s,n,216,0.0016488531996988705
s,n,o,363,0.0027709894050494907
o,t,i,2018,0.015404563689779263
t,i,n,6414,0.04896177973550257
(,"""",i,1417,0.01081678233320972
"""",i,t,1139,0.008694647196560249
i,t,e,39127,0.2986790701139709
t,e,m,40101,0.30611417667187224
e,m,c,663,0.005061063293520144
m,c,o,642,0.004900758121327199
c,o,u,3316,0.025312950047228958
o,u,n,4311,0.03290836177732329
u,n,t,3364,0.02567936186938426
n,t,"""",486,0.0037099196993224588
t,"""",),1384,0.010564874205477949
r, ,i,1359,0.01037403471477206
 ,i,t,15486,0.11821361412285514
n,t,;,1607,0.012267162462574468
t,;,"
",9954,0.07598465161945628
(,"""",o,208,0.0015877845626729864
"""",o,c,65,0.0004961826758353082
o,c,c,1163,0.0088778531076379
c,c,u,1020,0.007786251220800222
c,u,r,3217,0.024557225664033643
u,r,r,1963,0.01498471681022631
r,r,e,3593,0.027427451604250194
c,e,s,14502,0.11070217176867139
e,s,"""",521,0.003977094986310702
s,"""",),1079,0.008236632418866118
r, ,o,542,0.004137400158503647
 ,o,c,524,0.003999995725195408
o,r,"
",598,0.004564880617684836
r,"
", ,1352,0.010320599657374412
 ,p,u,16826,0.12844261082469072
c, ,x,213,0.0016259524608141641
t,e,(,2462,0.01879387304471583
e,(,@,118,0.0009007623961317904
(,@,j,394,0.0030076303735247917
"""",), ,2153,0.016435096939591057
), ,f,2265,0.017290057857953435
r,y,",",885,0.006755717970988428
y,",","
",208,0.0015877845626729864
",","
", ,5763,0.043992319397521254
c,e,",",1395,0.01064884358138854
e,",","
",1070,0.008167930202211997
p,e,",",773,0.005900757052626051
e,r,",",2844,0.021709900462701794
r,",","
",440,0.003358775036423625
n,t,",",914,0.006977091780207258
t,",","
",316,0.0024122111625224218
e,s,),2107,0.016083952276692223
s,), ,3009,0.022969441101360656
), ,{,40868,0.3119691322467289
 , ,t,12892,0.09841210856721222
 ,t,h,22496,0.17172500731678608
t,h,i,15002,0.11451896158278915
h,i,s,14954,0.11415254976063384
i,s,.,13568,0.10357240839589943
s,.,r,2340,0.017862576330071097
.,r,e,6492,0.04955719894650494
c,e, ,5024,0.03835110405225521
e, ,=,10694,0.08163350054435056
 ,=, ,45647,0.3484500092900664
=, ,r,1877,0.014328228962198056
s,.,l,1502,0.011465636601609739
.,l,i,4377,0.033412178032786836
r,y, ,4124,0.031480882386843254
y, ,=,1770,0.013511435941976856
=, ,l,1897,0.014480900554762767
s,.,x,144,0.0010992354664659137
p,e, ,1781,0.013595405317887447
=, ,x,301,0.002297707468098889
s,.,d,1299,0.009916019937077929
.,d,u,67,0.0005114498350917793
=, ,d,1068,0.008152663042955527
r, ,=,5546,0.042335832618194146
s,.,i,2585,0.0197328033389888
.,i,t,3679,0.02808393945227845
n,t, ,8724,0.0665953486767266
t, ,=,9749,0.074419767795668
=, ,i,2340,0.017862576330071097
s,.,o,502,0.003832056973374227
.,o,c,118,0.0009007623961317904
e,s, ,4099,0.03129004289613736
s, ,=,7356,0.056152611745300424
=, ,o,1827,0.01394654998078628
 , ,},47166,0.3600454167453562
 ,},"
",38516,0.29401495296111896
},"
","
",14301,0.10916782226339605
"
","
", ,19943,0.1522364785259008
e,(,f,2644,0.020183184537054692
(,f,i,14231,0.10863347168941957
l, ,x,356,0.0027175543476518423
f,d,e,683,0.005213734886084854
i,l,o,347,0.002648852130997723
l,o,n,1071,0.008175563781840233
o,n,e,4318,0.03296179683472094
n,e,w,27511,0.21000740915238716
e,w,a,1439,0.010984721085030902
w,a,y,146,0.0011145026257223848
a,y, ,441,0.0033664086160518606
y, ,x,11,8.396937591059063e-05
i,l,",",192,0.0014656472886212183
l,",","
",118,0.0009007623961317904
 , ,f,25934,0.19796925407865976
l, ,t,1387,0.010587774944362655
 ,t,a,3086,0.02355722673273479
e, ,t,1878,0.014335862541826292
t,e,",",377,0.002877859519844788
t, ,d,646,0.00493129243984014
e,r,),3591,0.02741218444499372
r,), ,1609,0.012282429621830938
l,.,g,2211,0.016877844558028716
.,g,e,32168,0.24555698948107996
e,t,r,3835,0.02927477787428319
t,r,e,10126,0.07729762731551279
c,e,(,2022,0.015435098008292205
e,(,),18455,0.14087771203908636
(,),;,16980,0.129618182087439
),;,"
",69921,0.5337475211858552
e,t,l,4210,0.0321373702348715
t,l,i,3510,0.026793864495106647
r,y,(,1537,0.011732811888597981
y,(,),3235,0.02469463009734188
p,e,(,1512,0.011541972397892094
=, ,c,2380,0.01816791951520052
l,.,s,3478,0.02654958994700311
.,s,i,1405,0.010725179377670894
s,i,z,3219,0.02457249282329011
i,z,e,3924,0.029954166461196148
z,e,(,1785,0.013625939636400389
e,(,t,756,0.005770986198946047
(,t,a,824,0.006290069613666062
t,e,.,926,0.007068694735746084
e,.,g,4769,0.03640454124705515
e,t,t,5228,0.039908354296415254
t,t,a,637,0.004862590223186021
e,f,s,4423,0.03376332269568567
f,s,i,1025,0.0078244191189414
(,),),17057,0.13020596771881313
),),;,17873,0.1364349686954533
e,r,(,10309,0.07869457238747989
r,(,),4915,0.03751904387277754
=, ,0,1020,0.007786251220800222
 ,0,;,715,0.005458009434188391
0,;,"
",487,0.0037175532789506943
c, ,s,6369,0.048618268652231976
g, ,g,2257,0.01722898922092755
 ,g,e,11184,0.08537395456218597
(,), ,13183,0.10063348023902875
 , ,r,30092,0.22970967817286303
r,e,t,22560,0.17221355641299316
e,t,u,22510,0.17183187743158138
t,u,r,35471,0.2707707029931418
u,r,n,21762,0.16612195986966122
r,n, ,21359,0.1630456272794823
n, ,l,658,0.005022895395378967
},"
", ,24162,0.18444255097742643
n, ,r,3209,0.024496157027007758
n, ,x,116,0.0008854952368753194
c, ,i,2345,0.017900744228212275
r, ,g,714,0.005450375854560156
e,t,d,2043,0.01559540318048515
t,d,u,81,0.0006183199498870764
n, ,d,804,0.006137398021101351
e,t,i,6095,0.046526667834095446
t,i,t,7395,0.05645032135080161
n,t,(,3819,0.02915264060023142
t,(,),6984,0.05331292012359681
n, ,i,2363,0.018038148661520516
e,t,o,1882,0.014366396860339234
t,o,c,1133,0.008648845718790835
s,(,),7103,0.05422131609935684
n, ,o,898,0.00685495450615549
 ,@,o,5411,0.041305299368382356
@,o,v,5487,0.041885451420128256
v,e,r,20868,0.15929753968201865
e,r,r,14645,0.11179377365550908
r,r,i,5546,0.042335832618194146
r,i,d,6359,0.04854193285594962
i,d,e,8972,0.06848847642452902
d,e,"
",5544,0.04232056545893768
e,"
", ,7974,0.06087016395554997
t, ,h,695,0.005305337841623681
 ,h,a,3777,0.028832030255845527
h,a,s,8980,0.06854954506155489
a,s,h,7849,0.05991596650202053
s,h,c,2323,0.017732805476391094
h,c,o,2403,0.018343491846649934
c,o,d,5695,0.04347323598280124
t, ,p,984,0.007511442354183743
r,i,m,2834,0.02163356466641944
i,m,e,5340,0.040763315214777635
m,e, ,5681,0.04336636586800594
=, ,3,466,0.0035572481067577483
 ,3,1,560,0.004274804591811887
3,1,;,419,0.0031984698642306794
1,;,"
",1374,0.010488538409195593
 , ,i,19845,0.15148838772233372
t, ,r,1424,0.010870217390607369
r,e,s,57502,0.4389460957827984
e,s,u,26570,0.20282421072221754
s,u,l,26347,0.20112192246512103
u,l,t,30101,0.22977838038951715
l,t, ,8692,0.06635107412862307
=, ,1,649,0.004954193178724847
 ,1,;,700,0.005343505739764858
=, ,p,3279,0.025030507600984242
e, ,*,1569,0.011977086436701518
 ,*, ,13237,0.10104569353895347
*, ,r,1962,0.014977083230598074
t, ,+,1746,0.013328230030899203
 ,+, ,5231,0.03993125503529996
+, ,(,1499,0.011442735862725033
 ,(,(,1728,0.013190825597590964
(,(,l,126,0.0009618310331576745
(,l,i,2820,0.021526694551624145
 ,=,=,7382,0.05635108481563455
=,=, ,7375,0.0562976497582369
=, ,n,20795,0.15874028836915746
 ,n,u,17525,0.13377848298482733
n,u,l,18614,0.14209145119997582
u,l,l,19100,0.1458013708992983
l,l,),11662,0.08902280562448255
l,), ,9181,0.07008389456683023
), ,?,1516,0.011572506716405036
 ,?, ,1981,0.015122121243534549
?, ,0,1425,0.010877850970235605
 ,0, ,1543,0.011778613366367395
0, ,:,1424,0.010870217390607369
 ,:, ,4561,0.034816756684382166
:, ,l,216,0.0016488531996988705
r,y,.,9138,0.06975565064281611
y,.,h,76,0.0005801520517458989
.,h,a,3629,0.02770226047086667
(,(,r,199,0.001519082346018867
(,r,e,3448,0.026320582558156044
:, ,r,272,0.002076333658880059
c,e,.,9112,0.06955717757248199
e,.,h,1020,0.007786251220800222
(,(,x,33,0.0002519081277317719
(,x,r,1226,0.009358768624216737
:, ,x,64,0.0004885490962070727
p,e,.,1472,0.011236629212762674
l,t,;,2685,0.02049616130181235
c, ,b,1755,0.013396932247553324
 ,b,o,4290,0.032748056605130346
b,o,o,4557,0.03478622236586923
o,o,l,4785,0.03652667852110692
o,l,e,5787,0.044175525308598904
l,e,a,6843,0.052236585396015604
e,a,n,5154,0.03934346940392583
a,n, ,4240,0.03236637762371857
n, ,e,3032,0.02314501343281007
 ,e,q,1765,0.013473268043835678
e,q,u,13542,0.1033739353255653
q,u,a,7271,0.05550375747690041
u,a,l,6631,0.05061826651482968
a,l,s,11792,0.09001517097615315
l,s,(,4558,0.034793855945497464
s,(,o,1734,0.013236627075360377
(,o,b,1679,0.012816780195807424
o,b,j,12797,0.09768691850252985
b,j,e,9645,0.07362587551433152
j,e,c,12955,0.09889302408379105
c,t, ,3470,0.026488521309977225
t, ,o,4595,0.03507629839174218
 ,o,b,6050,0.04618315675082485
b,j,),1253,0.009564875274179097
j,), ,761,0.005809154097087224
 ,i,f,20488,0.15639677942328917
i,f, ,20727,0.15822120495443745
f, ,(,20129,0.1536563243367526
 ,(,t,2173,0.016587768532155767
(,t,h,2643,0.020175550957426458
i,s, ,1606,0.012259528882946232
j,),"
",251,0.0019160284866871135
n, ,t,4754,0.036290037552631625
 ,t,r,5009,0.03823660035783168
u,e,;,2171,0.016572501372899295
 ,(,o,2467,0.01883204094285701
b,j, ,534,0.004076331521477764
j, ,=,494,0.0037709883363483427
l,),"
",1407,0.010740446536927364
n, ,f,6127,0.046770942382198984
 ,f,a,7737,0.059061005583658156
f,a,l,6349,0.04846559705966726
l,s,e,13894,0.1060609553547042
s,e,;,5000,0.03816789814117756
 ,(,g,842,0.006427474046974301
(,g,e,1955,0.014923648173200426
e,t,c,3818,0.029145007020603183
t,c,l,1778,0.01357250457900274
s,s,(,3201,0.024435088389981874
), ,!,1447,0.011045789722056786
 ,!,=,6808,0.051969410109027364
!,=, ,6807,0.05196177652939913
b,j,.,666,0.005083964032404851
j,.,g,579,0.004419842604748361
),),"
",2641,0.020160283798169986
 , ,x,329,0.0025114476976894834
e, ,o,1179,0.008999990381689669
 ,o,t,1410,0.010763347275812072
o,t,h,4597,0.03509156555099865
t,h,e,14145,0.10797698384139132
h,e,r,6540,0.04992361076866025
=, ,(,1936,0.01477861016026395
 ,(,x,294,0.0022442724107012407
t,e,),534,0.004076331521477764
e,), ,5548,0.04235109977745062
), ,o,919,0.007015259678348435
b,j,;,492,0.0037557211770918716
j,;,"
",510,0.003893125610400111
 ,(,l,1127,0.008603044241021422
(,o,t,2933,0.022389289049614756
e,r,.,20684,0.15789296103042333
r,.,l,447,0.003412210093821274
y, ,!,216,0.0016488531996988705
 ,}, ,6601,0.05038925912598261
}, ,e,4850,0.03702286119694223
 ,e,l,6684,0.05102284623512616
e,l,s,7540,0.05755719039689576
s,e, ,8527,0.06509153348996422
e, ,i,5747,0.043870182123469485
 ,(,!,2889,0.022053411545972394
(,!,l,110,0.0008396937591059063
!,l,i,83,0.0006335871091435475
y,.,e,129,0.000984731772042381
.,e,q,3601,0.027488520241276078
r,y,),799,0.006099230122960174
y,),),317,0.0024198447421506573
 ,(,r,1180,0.009007623961317903
r,.,r,1215,0.009274799248306147
e, ,!,1306,0.009969454994475579
(,!,r,155,0.0011832048423765043
!,r,e,155,0.0011832048423765043
e,.,e,1543,0.011778613366367395
c,e,),1543,0.011778613366367395
e,),),2244,0.017129752685760488
r,.,x,124,0.0009465638739012034
(,!,x,34,0.0002595417073600074
!,x,r,39,0.00029770960550118495
p,e,),944,0.007206099169054323
g, ,t,2237,0.01707631762836284
 ,t,o,4701,0.03588545783233514
t,o,s,5282,0.04032056759633997
o,s,t,4851,0.037030494776570465
n,g,(,5098,0.03891598894474464
g,(,),3132,0.023908371395633624
 , ,s,6322,0.048259490409704904
n,g,b,2301,0.017564866724569913
g,b,u,2598,0.019832039874155858
b,u,i,8300,0.06335871091435474
u,i,l,8302,0.06337397807361123
i,l,d,8844,0.06751137823211487
l,d,e,8669,0.06617550179717366
r, ,b,446,0.0034045765141930383
 ,b,u,2558,0.01952669668902644
 ,n,e,14689,0.11212965115915144
e,w, ,23503,0.17941202200241924
w, ,s,5435,0.041488505279460006
 , ,b,2801,0.02138165653868767
r,.,a,3062,0.023374020821657137
.,a,p,12054,0.09201516883875085
a,p,p,15619,0.11922888021341047
p,p,e,14030,0.10709912218414423
p,e,n,12034,0.09186249724618614
e,n,d,19177,0.14638915653067242
n,d,(,12447,0.09501516563264742
d,(,"""",6304,0.04812208597639667
e, ,[,51,0.0003893125610400111
 ,[,l,224,0.0017099218367247547
[,l,i,22,0.00016793875182118126
r,y,=,110,0.0008396937591059063
y,=,"""",128,0.0009770981924141454
=,"""",),2361,0.018022881502264044
"""",),.,1800,0.013740443330823922
),.,a,2954,0.022549594221807703
d,(,l,456,0.0034809123104753933
y,),.,165,0.0012595406386588595
(,"""",",",2355,0.01797708002449463
"""",",", ,26444,0.20186237968905987
",", ,r,3436,0.02622897960261722
c,e,=,101,0.0007709915424517867
e,=,"""",873,0.006664115015449602
d,(,r,531,0.0040534307825930566
 , ,.,3745,0.028587755707741993
 ,.,a,663,0.005061063293520144
",", ,x,625,0.004770987267647195
p,e,=,136,0.0010381668294400296
d,(,x,182,0.001389311492338863
e,),.,808,0.006167932339614293
",", ,d,2696,0.02058013067772294
d,(,d,458,0.0034961794697318644
(,d,u,104,0.0007938922813364932
e,r,=,142,0.0010839683072094426
r,=,"""",139,0.0010610675683247362
r,),"
",77,0.0005877856313741345
r,),.,182,0.001389311492338863
",", ,i,3645,0.02782439774491844
n,t,=,140,0.0010687011479529717
t,=,"""",185,0.0014122122312235697
d,(,i,886,0.006763351550616663
(,i,t,3799,0.028999969007666708
n,t,),1448,0.01105342330168502
t,),.,290,0.0022137380921882985
",", ,o,1385,0.010572507785106183
e,s,=,107,0.0008167930202211997
s,=,"""",355,0.0027099207680236067
d,(,o,117,0.0008931288165035548
(,o,c,48,0.0003664118221553046
s,),.,548,0.00418320163627306
(,"""",],538,0.004106865839990705
"""",],"""",661,0.005045796134263673
],"""",),602,0.004595414936197778
"""",),;,7548,0.05761825903392164
n, ,b,462,0.0035267137882448066
.,t,o,4755,0.03629767113225986
t,o,m,1124,0.008580143502136716
o,m,e,558,0.004259537432555416
m,e,s,8454,0.06453428217710301
e,s,s,22103,0.16872501052288952
s,s,a,7322,0.05589307003794042
s,a,g,7158,0.054641162978909794
g,e,(,2408,0.018381659744791112
n, ,s,2359,0.018007614343007572
n,g,.,1843,0.014068687254838048
g,.,f,772,0.0058931234729978155
.,f,o,1912,0.0145954042491863
f,o,r,8833,0.06742740885620428
o,r,m,3100,0.023664096847530087
r,m,a,2711,0.020694634372146473
m,a,t,3183,0.024297683956673633
a,t,(,1600,0.012213727405176818
t,(,"""",4095,0.03125950857762442
(,"""",n,715,0.005458009434188391
"""",n,o,469,0.003580148845642455
n,o, ,391,0.002984729634640085
o, ,d,128,0.0009770981924141454
e, ,w,549,0.004190835215901296
 ,w,i,836,0.006381672569204888
w,i,t,2113,0.016129753754461636
i,t,h,2053,0.015671738976767505
t,h, ,3298,0.025175545613920717
h, ,l,46,0.00035114466289883355
y, ,%,89,0.0006793885869129606
 ,%,s,795,0.006068695804447232
%,s,",",16,0.00012213727405176818
s,",", ,5779,0.04411445667157302
e, ,%,115,0.0008778616572470839
%,s, ,226,0.0017251889959812258
s, ,a,1334,0.010183195224066173
 ,a,n,1814,0.013847313445619219
a,n,d,5838,0.04456483786963892
n,d, ,1999,0.015259525676842788
d, ,x,37,0.0002824424462447139
s, ,w,329,0.0025114476976894834
 ,w,a,503,0.0038396905530024626
w,a,s,160,0.001221372740517682
a,s, ,654,0.004992361076866025
s, ,f,970,0.0074045722393884465
 ,f,o,5625,0.042938885408824755
f,o,u,1148,0.008763349413214367
u,n,d,1304,0.009954187835219107
